FromID,ToID,Relation_value,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation
29597,29498,-0.2713711315473529,logFC,AMSCP,D00,sc,nonFFA
29598,29498,-0.4544880487689626,logFC,AMSCP,D00,sc,nonFFA
29599,29498,-0.5106513509880742,logFC,AMSCP,D00,sc,nonFFA
29600,29498,-0.6295260259999392,logFC,AMSCP,D00,sc,nonFFA
29601,29498,-0.4217610218254116,logFC,AMSCP,D00,sc,nonFFA
29602,29498,-0.1854899103248007,logFC,AMSCP,D00,sc,nonFFA
29603,29498,-0.1580731996640738,logFC,AMSCP,D00,sc,nonFFA
29604,29498,0.3815438525903264,logFC,AMSCP,D00,sc,nonFFA
2043,29498,0.6078650045025913,logFC,AMSCP,D00,sc,nonFFA
29605,29498,0.3132263764331252,logFC,AMSCP,D00,sc,nonFFA
29606,29498,0.2958169793343719,logFC,AMSCP,D00,sc,nonFFA
29607,29498,0.6319115423604783,logFC,AMSCP,D00,sc,nonFFA
29608,29498,-0.2626529752184648,logFC,AMSCP,D00,sc,nonFFA
1772,29498,0.2659043110146264,logFC,AMSCP,D00,sc,nonFFA
29609,29498,0.4133030439210637,logFC,AMSCP,D00,sc,nonFFA
29610,29498,0.3505792302213777,logFC,AMSCP,D00,sc,nonFFA
29611,29498,0.2175899624419629,logFC,AMSCP,D00,sc,nonFFA
29612,29498,-0.2356627548033383,logFC,AMSCP,D00,sc,nonFFA
29613,29498,-0.4621050150677833,logFC,AMSCP,D00,sc,nonFFA
29614,29498,-0.5456962946074739,logFC,AMSCP,D00,sc,nonFFA
29615,29498,0.5714507897583082,logFC,AMSCP,D00,sc,nonFFA
29616,29498,0.3259923872530751,logFC,AMSCP,D00,sc,nonFFA
29617,29498,-0.2622712424181832,logFC,AMSCP,D00,sc,nonFFA
29618,29498,-0.9616000468780936,logFC,AMSCP,D00,sc,nonFFA
29619,29498,-0.3275576106578911,logFC,AMSCP,D00,sc,nonFFA
29620,29498,0.4537636436109998,logFC,AMSCP,D00,sc,nonFFA
29621,29498,0.3590625255994768,logFC,AMSCP,D00,sc,nonFFA
29622,29498,-0.6385201880858608,logFC,AMSCP,D00,sc,nonFFA
29623,29498,-0.8535327585222368,logFC,AMSCP,D00,sc,nonFFA
29624,29498,-0.4226954449166044,logFC,AMSCP,D00,sc,nonFFA
29625,29498,0.5026481618337267,logFC,AMSCP,D00,sc,nonFFA
29626,29498,-0.2113621060915531,logFC,AMSCP,D00,sc,nonFFA
29627,29498,0.3771102354833731,logFC,AMSCP,D00,sc,nonFFA
29628,29498,-0.369562420630693,logFC,AMSCP,D00,sc,nonFFA
3834,29498,0.6684790421778829,logFC,AMSCP,D00,sc,nonFFA
1969,29498,-0.2838812281887291,logFC,AMSCP,D00,sc,nonFFA
29629,29498,0.6618961756917904,logFC,AMSCP,D00,sc,nonFFA
29630,29498,0.2139784619933595,logFC,AMSCP,D00,sc,nonFFA
29631,29498,-0.1584257553914901,logFC,AMSCP,D00,sc,nonFFA
29632,29498,0.4478986405848722,logFC,AMSCP,D00,sc,nonFFA
29633,29498,-0.4839425502264661,logFC,AMSCP,D00,sc,nonFFA
29634,29498,-0.3131937098908383,logFC,AMSCP,D00,sc,nonFFA
1079,29498,0.9293325483023018,logFC,AMSCP,D00,sc,nonFFA
29635,29498,-0.3916113744175404,logFC,AMSCP,D00,sc,nonFFA
29636,29498,-0.3028605218197944,logFC,AMSCP,D00,sc,nonFFA
29637,29498,-0.4828721999517947,logFC,AMSCP,D00,sc,nonFFA
29638,29498,-0.2654107616675414,logFC,AMSCP,D00,sc,nonFFA
29639,29498,-0.555319391277336,logFC,AMSCP,D00,sc,nonFFA
29640,29498,0.7512726810861091,logFC,AMSCP,D00,sc,nonFFA
29641,29498,0.6616182561149381,logFC,AMSCP,D00,sc,nonFFA
29642,29498,0.526208890638019,logFC,AMSCP,D00,sc,nonFFA
29643,29498,-0.1438641329074864,logFC,AMSCP,D00,sc,nonFFA
29644,29498,-0.2725794819816032,logFC,AMSCP,D00,sc,nonFFA
29645,29498,-0.3777143948980646,logFC,AMSCP,D00,sc,nonFFA
29646,29498,0.4908680544171294,logFC,AMSCP,D00,sc,nonFFA
7272,29498,-0.3816410758332038,logFC,AMSCP,D00,sc,nonFFA
12381,29498,0.4289181182615632,logFC,AMSCP,D00,sc,nonFFA
29647,29498,-0.5824011806730764,logFC,AMSCP,D00,sc,nonFFA
1369,29498,0.7796079685431361,logFC,AMSCP,D00,sc,nonFFA
11156,29498,0.2181152581393045,logFC,AMSCP,D00,sc,nonFFA
27897,29498,-0.4671229085064525,logFC,AMSCP,D00,sc,nonFFA
289,29498,0.5627897600068776,logFC,AMSCP,D00,sc,nonFFA
29648,29498,0.3254290436293074,logFC,AMSCP,D00,sc,nonFFA
6698,29498,-0.285705998747266,logFC,AMSCP,D00,sc,nonFFA
9599,29498,-0.6667608669159406,logFC,AMSCP,D00,sc,nonFFA
29649,29498,-0.2227520087177319,logFC,AMSCP,D00,sc,nonFFA
27818,29498,-0.3623159708319394,logFC,AMSCP,D00,sc,nonFFA
22210,29498,-0.2777014532145296,logFC,AMSCP,D00,sc,nonFFA
29650,29498,0.4790015173262894,logFC,AMSCP,D00,sc,nonFFA
14314,29498,0.4314263657587178,logFC,AMSCP,D00,sc,nonFFA
13833,29498,0.1808717199226037,logFC,AMSCP,D00,sc,nonFFA
29651,29498,-0.4034082183753478,logFC,AMSCP,D00,sc,nonFFA
29652,29498,0.2312239208799573,logFC,AMSCP,D00,sc,nonFFA
29653,29498,-1.1205417540046867,logFC,AMSCP,D00,sc,nonFFA
2011,29498,0.6297127222816802,logFC,AMSCP,D00,sc,nonFFA
10645,29498,-0.1732180842255419,logFC,AMSCP,D00,sc,nonFFA
14119,29498,-0.20282478950052,logFC,AMSCP,D00,sc,nonFFA
29654,29498,-0.2012423703562076,logFC,AMSCP,D00,sc,nonFFA
20782,29498,-0.3071915587395373,logFC,AMSCP,D00,sc,nonFFA
29655,29498,0.263248471971558,logFC,AMSCP,D00,sc,nonFFA
11364,29498,0.3559819484889278,logFC,AMSCP,D00,sc,nonFFA
29451,29498,-0.2429797043965746,logFC,AMSCP,D00,sc,nonFFA
11019,29498,0.8563052284285007,logFC,AMSCP,D00,sc,nonFFA
9958,29498,1.4419394980379412,logFC,AMSCP,D00,sc,nonFFA
29656,29498,-0.4595746236772455,logFC,AMSCP,D00,sc,nonFFA
17348,29498,0.4057987354055692,logFC,AMSCP,D00,sc,nonFFA
10361,29498,0.3291858699178743,logFC,AMSCP,D00,sc,nonFFA
7190,29498,-0.2790584487308144,logFC,AMSCP,D00,sc,nonFFA
12765,29498,-0.1819925382055841,logFC,AMSCP,D00,sc,nonFFA
29657,29498,-0.8611582803834726,logFC,AMSCP,D00,sc,nonFFA
13554,29498,0.2522442876274553,logFC,AMSCP,D00,sc,nonFFA
8021,29498,-0.2151437625952099,logFC,AMSCP,D00,sc,nonFFA
29658,29498,0.2072700620631026,logFC,AMSCP,D00,sc,nonFFA
29659,29498,0.4948412331088365,logFC,AMSCP,D00,sc,nonFFA
29660,29498,-0.5599091679531444,logFC,AMSCP,D00,sc,nonFFA
29661,29498,-0.580103900444483,logFC,AMSCP,D00,sc,nonFFA
29662,29498,0.30019743692741,logFC,AMSCP,D00,sc,nonFFA
29663,29498,-0.2282902677676085,logFC,AMSCP,D00,sc,nonFFA
29664,29498,-0.6036225117079524,logFC,AMSCP,D00,sc,nonFFA
1990,29498,-0.2404756931585333,logFC,AMSCP,D00,sc,nonFFA
1519,29498,0.95721523970692,logFC,AMSCP,D00,sc,nonFFA
29665,29498,-0.4938722202821427,logFC,AMSCP,D00,sc,nonFFA
29666,29498,-0.1647044071344754,logFC,AMSCP,D00,sc,nonFFA
29667,29498,-0.3484231600390909,logFC,AMSCP,D00,sc,nonFFA
29668,29498,-0.2489266780213349,logFC,AMSCP,D00,sc,nonFFA
4186,29498,0.197272282185603,logFC,AMSCP,D00,sc,nonFFA
29669,29498,-0.1860731003910185,logFC,AMSCP,D00,sc,nonFFA
2261,29498,-0.3498027934665248,logFC,AMSCP,D00,sc,nonFFA
29670,29498,-0.2771076050494647,logFC,AMSCP,D00,sc,nonFFA
29671,29498,-0.1940688598763118,logFC,AMSCP,D00,sc,nonFFA
29672,29498,-0.1827028998305606,logFC,AMSCP,D00,sc,nonFFA
29673,29498,0.8622013782566293,logFC,AMSCP,D00,sc,nonFFA
29674,29498,0.7689235692841679,logFC,AMSCP,D00,sc,nonFFA
29675,29498,0.233093709606285,logFC,AMSCP,D00,sc,nonFFA
29676,29498,0.4231789561420452,logFC,AMSCP,D00,sc,nonFFA
29677,29498,0.4711397932668067,logFC,AMSCP,D00,sc,nonFFA
29678,29498,-0.3296089884368942,logFC,AMSCP,D00,sc,nonFFA
29679,29498,-0.2203164395052061,logFC,AMSCP,D00,sc,nonFFA
29680,29498,0.3397124050696166,logFC,AMSCP,D00,sc,nonFFA
29681,29498,-0.4192195000888385,logFC,AMSCP,D00,sc,nonFFA
29682,29498,-0.5898290890481596,logFC,AMSCP,D00,sc,nonFFA
29683,29498,-0.2822939422562829,logFC,AMSCP,D00,sc,nonFFA
29684,29498,-0.5775007047516049,logFC,AMSCP,D00,sc,nonFFA
29685,29498,1.0082687555313568,logFC,AMSCP,D00,sc,nonFFA
29686,29498,-0.3308642224058751,logFC,AMSCP,D00,sc,nonFFA
29687,29498,0.2275429678770391,logFC,AMSCP,D00,sc,nonFFA
29688,29498,-0.3477022569528114,logFC,AMSCP,D00,sc,nonFFA
255,29498,0.3732363449030483,logFC,AMSCP,D00,sc,nonFFA
29689,29498,-0.6314393685202786,logFC,AMSCP,D00,sc,nonFFA
1623,29498,0.6681796925073684,logFC,AMSCP,D00,sc,nonFFA
29690,29498,-1.0263353042669054,logFC,AMSCP,D00,sc,nonFFA
29691,29498,-0.2875044676375581,logFC,AMSCP,D00,sc,nonFFA
29692,29498,-1.6379660198000194,logFC,AMSCP,D00,sc,nonFFA
29693,29498,0.3931124697297375,logFC,AMSCP,D00,sc,nonFFA
29694,29498,0.2452653712771118,logFC,AMSCP,D00,sc,nonFFA
29695,29498,-0.2231283367811555,logFC,AMSCP,D00,sc,nonFFA
29696,29498,0.5774933723475767,logFC,AMSCP,D00,sc,nonFFA
29697,29498,-0.944371866400587,logFC,AMSCP,D00,sc,nonFFA
29698,29498,-0.2900153714702654,logFC,AMSCP,D00,sc,nonFFA
29699,29498,0.6841038247329599,logFC,AMSCP,D00,sc,nonFFA
29700,29498,-0.3671064769354844,logFC,AMSCP,D00,sc,nonFFA
29701,29498,0.3868737294519099,logFC,AMSCP,D00,sc,nonFFA
630,29498,0.9190511703874276,logFC,AMSCP,D00,sc,nonFFA
29702,29498,-0.3454541693247597,logFC,AMSCP,D00,sc,nonFFA
29703,29498,-0.60670919631823,logFC,AMSCP,D00,sc,nonFFA
29704,29498,0.5368638737702021,logFC,AMSCP,D00,sc,nonFFA
29705,29498,-0.625221000780091,logFC,AMSCP,D00,sc,nonFFA
2074,29498,0.5280699549811632,logFC,AMSCP,D00,sc,nonFFA
29706,29498,0.5421470783689174,logFC,AMSCP,D00,sc,nonFFA
29707,29498,-0.3685013979793307,logFC,AMSCP,D00,sc,nonFFA
29708,29498,-0.4170286493421506,logFC,AMSCP,D00,sc,nonFFA
29709,29498,-0.4798887531176702,logFC,AMSCP,D00,sc,nonFFA
29710,29498,-0.3314435793544508,logFC,AMSCP,D00,sc,nonFFA
29711,29498,-0.2490690586449235,logFC,AMSCP,D00,sc,nonFFA
29712,29498,0.6861499428755373,logFC,AMSCP,D00,sc,nonFFA
29713,29498,-1.708611079418925,logFC,AMSCP,D00,sc,nonFFA
29714,29498,-0.2326856776394542,logFC,AMSCP,D00,sc,nonFFA
29715,29498,-0.3753583217326715,logFC,AMSCP,D00,sc,nonFFA
29716,29498,0.382165100358522,logFC,AMSCP,D00,sc,nonFFA
2840,29498,-0.296072027824873,logFC,AMSCP,D00,sc,nonFFA
29717,29498,-0.1673136140955977,logFC,AMSCP,D00,sc,nonFFA
29718,29498,-0.5176127445085186,logFC,AMSCP,D00,sc,nonFFA
2036,29498,0.6079404111312944,logFC,AMSCP,D00,sc,nonFFA
29719,29498,-2.0115286595191284,logFC,AMSCP,D00,sc,nonFFA
29720,29498,-0.2903909476626974,logFC,AMSCP,D00,sc,nonFFA
29721,29498,-0.1936794978379361,logFC,AMSCP,D00,sc,nonFFA
29722,29498,-0.6434904013065156,logFC,AMSCP,D00,sc,nonFFA
3784,29498,-0.3271063979825262,logFC,AMSCP,D00,sc,nonFFA
29723,29498,-0.4557570009807558,logFC,AMSCP,D00,sc,nonFFA
29724,29498,-0.2936872305100056,logFC,AMSCP,D00,sc,nonFFA
29725,29498,-0.3123686333012091,logFC,AMSCP,D00,sc,nonFFA
29726,29498,-0.1854286393228533,logFC,AMSCP,D00,sc,nonFFA
29727,29498,0.5139350657134489,logFC,AMSCP,D00,sc,nonFFA
37,29498,-0.1366067280713136,logFC,AMSCP,D00,sc,nonFFA
1252,29498,0.5656414138836364,logFC,AMSCP,D00,sc,nonFFA
29728,29498,-0.2446344727076412,logFC,AMSCP,D00,sc,nonFFA
29729,29498,-1.0334438140362334,logFC,AMSCP,D00,sc,nonFFA
29730,29498,-0.4008506017741402,logFC,AMSCP,D00,sc,nonFFA
29731,29498,-0.369415962829729,logFC,AMSCP,D00,sc,nonFFA
4826,29498,-0.2838623593146928,logFC,AMSCP,D00,sc,nonFFA
29732,29498,0.3723215570705255,logFC,AMSCP,D00,sc,nonFFA
29733,29498,0.773354354020361,logFC,AMSCP,D00,sc,nonFFA
29734,29498,-0.2162283024664255,logFC,AMSCP,D00,sc,nonFFA
29735,29498,-0.2499277457901658,logFC,AMSCP,D00,sc,nonFFA
29736,29498,-0.3082232772201919,logFC,AMSCP,D00,sc,nonFFA
29737,29498,-0.5459509499304718,logFC,AMSCP,D00,sc,nonFFA
29738,29498,-1.0166730073553385,logFC,AMSCP,D00,sc,nonFFA
29739,29498,-0.2635302491062685,logFC,AMSCP,D00,sc,nonFFA
29740,29498,0.3252736646757506,logFC,AMSCP,D00,sc,nonFFA
29741,29498,-0.4391178050916203,logFC,AMSCP,D00,sc,nonFFA
2537,29498,-0.1579478654003687,logFC,AMSCP,D00,sc,nonFFA
29742,29498,-0.1555044418272488,logFC,AMSCP,D00,sc,nonFFA
29743,29498,-0.2264030058602175,logFC,AMSCP,D00,sc,nonFFA
29744,29498,-0.2041243293353139,logFC,AMSCP,D00,sc,nonFFA
29745,29498,0.9585757997458428,logFC,AMSCP,D00,sc,nonFFA
29746,29498,0.9367823807359652,logFC,AMSCP,D00,sc,nonFFA
29747,29498,1.619760344611222,logFC,AMSCP,D00,sc,nonFFA
4123,29498,0.2469188242361364,logFC,AMSCP,D00,sc,nonFFA
29748,29498,0.4575947018050076,logFC,AMSCP,D00,sc,nonFFA
29749,29498,0.908534460600753,logFC,AMSCP,D00,sc,nonFFA
29750,29498,0.5003421227845207,logFC,AMSCP,D00,sc,nonFFA
29751,29498,-0.2414168675897688,logFC,AMSCP,D00,sc,nonFFA
29752,29498,-0.2484448478713221,logFC,AMSCP,D00,sc,nonFFA
29753,29498,-0.6732792019594055,logFC,AMSCP,D00,sc,nonFFA
29754,29498,-0.3244217263089149,logFC,AMSCP,D00,sc,nonFFA
1351,29498,0.2890219681615728,logFC,AMSCP,D00,sc,nonFFA
2284,29498,0.6647364143347565,logFC,AMSCP,D00,sc,nonFFA
29755,29498,-0.3502933070472262,logFC,AMSCP,D00,sc,nonFFA
29756,29498,0.1927255483116127,logFC,AMSCP,D00,sc,nonFFA
29757,29498,0.6062475584462516,logFC,AMSCP,D00,sc,nonFFA
29758,29498,0.3299880896762338,logFC,AMSCP,D00,sc,nonFFA
2177,29498,-0.1771688847453874,logFC,AMSCP,D00,sc,nonFFA
29759,29498,0.4029630209595259,logFC,AMSCP,D00,sc,nonFFA
29760,29498,0.8117894084059946,logFC,AMSCP,D00,sc,nonFFA
29761,29498,0.2078394119184722,logFC,AMSCP,D00,sc,nonFFA
2053,29498,0.4847222023576498,logFC,AMSCP,D00,sc,nonFFA
29762,29498,-0.2725113688587017,logFC,AMSCP,D00,sc,nonFFA
29763,29498,0.3665669126342821,logFC,AMSCP,D00,sc,nonFFA
2271,29498,-0.3707389143905976,logFC,AMSCP,D00,sc,nonFFA
29764,29498,0.7371916867761057,logFC,AMSCP,D00,sc,nonFFA
5273,29498,0.5983681809376349,logFC,AMSCP,D00,sc,nonFFA
29765,29498,0.6901095005451288,logFC,AMSCP,D00,sc,nonFFA
29766,29498,-0.4700775844276465,logFC,AMSCP,D00,sc,nonFFA
29767,29498,-0.3701303546527907,logFC,AMSCP,D00,sc,nonFFA
29768,29498,-0.2202965465378357,logFC,AMSCP,D00,sc,nonFFA
29769,29498,-0.2742908180294929,logFC,AMSCP,D00,sc,nonFFA
29770,29498,-0.3132004779233749,logFC,AMSCP,D00,sc,nonFFA
29771,29498,-0.2094093911978596,logFC,AMSCP,D00,sc,nonFFA
1979,29498,0.4047526224423376,logFC,AMSCP,D00,sc,nonFFA
29772,29498,0.4943396614202817,logFC,AMSCP,D00,sc,nonFFA
29773,29498,-0.3665435457879699,logFC,AMSCP,D00,sc,nonFFA
29774,29498,-0.2905029886580356,logFC,AMSCP,D00,sc,nonFFA
29775,29498,-0.3361233296787951,logFC,AMSCP,D00,sc,nonFFA
29776,29498,-0.1510150803234905,logFC,AMSCP,D00,sc,nonFFA
5935,29498,-0.2120481173431926,logFC,AMSCP,D00,sc,nonFFA
29777,29498,-0.2884913508343553,logFC,AMSCP,D00,sc,nonFFA
29778,29498,0.6798056246924726,logFC,AMSCP,D00,sc,nonFFA
29779,29498,0.4916330096493189,logFC,AMSCP,D00,sc,nonFFA
29780,29498,0.3138845707038475,logFC,AMSCP,D00,sc,nonFFA
299,29498,0.7475568013793976,logFC,AMSCP,D00,sc,nonFFA
29781,29498,-0.5051718957862704,logFC,AMSCP,D00,sc,nonFFA
1513,29498,0.3958887145132074,logFC,AMSCP,D00,sc,nonFFA
29782,29498,-0.2123945257625772,logFC,AMSCP,D00,sc,nonFFA
29783,29498,-0.3729007592536343,logFC,AMSCP,D00,sc,nonFFA
29784,29498,0.305962042284076,logFC,AMSCP,D00,sc,nonFFA
29785,29498,-0.6035541445842888,logFC,AMSCP,D00,sc,nonFFA
29786,29498,0.5988478690280883,logFC,AMSCP,D00,sc,nonFFA
29787,29498,-0.300579971984777,logFC,AMSCP,D00,sc,nonFFA
29788,29498,0.3356242912400992,logFC,AMSCP,D00,sc,nonFFA
29789,29498,-0.235986108708949,logFC,AMSCP,D00,sc,nonFFA
29790,29498,0.2987698607990965,logFC,AMSCP,D00,sc,nonFFA
29791,29498,-0.3289809153559221,logFC,AMSCP,D00,sc,nonFFA
29792,29498,0.3009306796615396,logFC,AMSCP,D00,sc,nonFFA
29793,29498,-0.2361896778396957,logFC,AMSCP,D00,sc,nonFFA
29794,29498,-0.2427126857076068,logFC,AMSCP,D00,sc,nonFFA
29795,29498,-0.5162839974127407,logFC,AMSCP,D00,sc,nonFFA
29796,29498,-0.4176652932149446,logFC,AMSCP,D00,sc,nonFFA
29797,29498,-0.2769664084156297,logFC,AMSCP,D00,sc,nonFFA
29798,29498,-0.6205005176520364,logFC,AMSCP,D00,sc,nonFFA
29799,29498,0.5442880360676033,logFC,AMSCP,D00,sc,nonFFA
