FromID,ToID,Relation_value,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay
40180,32073,-0.3785317785,wilcox_effsize,hWAT,D08
40119,32073,-0.7655820359,wilcox_effsize,hWAT,D14
40118,32073,0.7698590305,wilcox_effsize,hWAT,D14
40181,32073,-0.7655820359,wilcox_effsize,hWAT,D14
40182,32073,0.7570280466,wilcox_effsize,hWAT,D14
40120,32073,-0.7441970628,wilcox_effsize,hWAT,D14
40183,32073,0.7441970628,wilcox_effsize,hWAT,D14
40117,32073,-0.7356430736,wilcox_effsize,hWAT,D14
40121,32073,-0.7356430736,wilcox_effsize,hWAT,D14
40184,32073,0.7356430736,wilcox_effsize,hWAT,D14
40185,32073,-0.6971501221,wilcox_effsize,hWAT,D14
40123,32073,-0.6928731274,wilcox_effsize,hWAT,D14
40186,32073,0.6885961328,wilcox_effsize,hWAT,D14
40141,32073,-0.6843191382,wilcox_effsize,hWAT,D14
40187,32073,0.6629341651,wilcox_effsize,hWAT,D14
40188,32073,0.6629341651,wilcox_effsize,hWAT,D14
40189,32073,0.6543801759,wilcox_effsize,hWAT,D14
40190,32073,-0.6415491921,wilcox_effsize,hWAT,D14
40191,32073,0.6329952028,wilcox_effsize,hWAT,D14
40192,32073,-0.6329952028,wilcox_effsize,hWAT,D14
40122,32073,-0.6287182082,wilcox_effsize,hWAT,D14
40193,32073,0.6287182082,wilcox_effsize,hWAT,D14
40194,32073,0.6244412136,wilcox_effsize,hWAT,D14
40195,32073,0.620164219,wilcox_effsize,hWAT,D14
40196,32073,0.6073332352,wilcox_effsize,hWAT,D14
40197,32073,-0.6158872244,wilcox_effsize,hWAT,D14
40198,32073,0.6073332352,wilcox_effsize,hWAT,D14
40199,32073,0.6073332352,wilcox_effsize,hWAT,D14
40169,32073,0.6073332352,wilcox_effsize,hWAT,D14
40140,32073,-0.6116102298,wilcox_effsize,hWAT,D14
40200,32073,0.6116102298,wilcox_effsize,hWAT,D14
40176,32073,0.6116102298,wilcox_effsize,hWAT,D14
40172,32073,0.6073332352,wilcox_effsize,hWAT,D14
40201,32073,0.6116102298,wilcox_effsize,hWAT,D14
40202,32073,0.6030562406,wilcox_effsize,hWAT,D14
40203,32073,-0.5945022513,wilcox_effsize,hWAT,D14
40154,32073,0.5945022513,wilcox_effsize,hWAT,D14
40152,32073,0.5945022513,wilcox_effsize,hWAT,D14
40143,32073,0.5859482621,wilcox_effsize,hWAT,D14
40127,32073,-0.5816712675,wilcox_effsize,hWAT,D14
40204,32073,-0.5816712675,wilcox_effsize,hWAT,D14
40205,32073,0.5773942729,wilcox_effsize,hWAT,D14
40206,32073,0.5773942729,wilcox_effsize,hWAT,D14
40207,32073,0.5731172783,wilcox_effsize,hWAT,D14
40162,32073,-0.5731172783,wilcox_effsize,hWAT,D14
40208,32073,0.5602862944,wilcox_effsize,hWAT,D14
40142,32073,-0.5560092998,wilcox_effsize,hWAT,D14
40209,32073,-0.5560092998,wilcox_effsize,hWAT,D14
40178,32073,-0.5517323052,wilcox_effsize,hWAT,D14
40210,32073,0.5474553106,wilcox_effsize,hWAT,D14
40211,32073,0.5688669666,wilcox_effsize,hWAT,D14
40135,32073,-0.5389013213,wilcox_effsize,hWAT,D14
40212,32073,-0.5346243267,wilcox_effsize,hWAT,D14
40213,32073,-0.5346243267,wilcox_effsize,hWAT,D14
40137,32073,-0.5303473321,wilcox_effsize,hWAT,D14
40156,32073,-0.5303473321,wilcox_effsize,hWAT,D14
40177,32073,0.5453679759,wilcox_effsize,hWAT,D14
40214,32073,0.5260703375,wilcox_effsize,hWAT,D14
40215,32073,-0.5217933429,wilcox_effsize,hWAT,D14
40161,32073,-0.5175163483,wilcox_effsize,hWAT,D14
40216,32073,-0.5132393537,wilcox_effsize,hWAT,D14
40217,32073,0.5132393537,wilcox_effsize,hWAT,D14
40218,32073,-0.5132393537,wilcox_effsize,hWAT,D14
40219,32073,-0.5004083698,wilcox_effsize,hWAT,D14
40128,32073,-0.5004083698,wilcox_effsize,hWAT,D14
40220,32073,0.4961313752,wilcox_effsize,hWAT,D14
40129,32073,-0.4961313752,wilcox_effsize,hWAT,D14
40221,32073,0.4918543806,wilcox_effsize,hWAT,D14
40222,32073,0.4918543806,wilcox_effsize,hWAT,D14
40223,32073,-0.5068714129,wilcox_effsize,hWAT,D14
40224,32073,0.487577386,wilcox_effsize,hWAT,D14
40225,32073,0.487577386,wilcox_effsize,hWAT,D14
40180,32073,-0.487577386,wilcox_effsize,hWAT,D14
40226,32073,0.4833003914,wilcox_effsize,hWAT,D14
40227,32073,-0.4833003914,wilcox_effsize,hWAT,D14
40228,32073,-0.4833003914,wilcox_effsize,hWAT,D14
40229,32073,0.4790233968,wilcox_effsize,hWAT,D14
40230,32073,-0.4747464021,wilcox_effsize,hWAT,D14
40231,32073,-0.4747464021,wilcox_effsize,hWAT,D14
40232,32073,0.4704694075,wilcox_effsize,hWAT,D14
40233,32073,-0.4661924129,wilcox_effsize,hWAT,D14
40234,32073,-0.4661924129,wilcox_effsize,hWAT,D14
40235,32073,0.4661924129,wilcox_effsize,hWAT,D14
40236,32073,-0.4662142809,wilcox_effsize,hWAT,D14
40237,32073,0.4533614291,wilcox_effsize,hWAT,D14
40238,32073,-0.4533614291,wilcox_effsize,hWAT,D14
40239,32073,-0.4620888425,wilcox_effsize,hWAT,D14
40240,32073,-0.4490844345,wilcox_effsize,hWAT,D14
40138,32073,-0.4490844345,wilcox_effsize,hWAT,D14
40241,32073,0.4490844345,wilcox_effsize,hWAT,D14
40242,32073,0.4577243087,wilcox_effsize,hWAT,D14
40243,32073,-0.4448074398,wilcox_effsize,hWAT,D14
40244,32073,-0.4448074398,wilcox_effsize,hWAT,D14
40245,32073,0.4405304452,wilcox_effsize,hWAT,D14
40246,32073,0.431976456,wilcox_effsize,hWAT,D14
40247,32073,-0.431976456,wilcox_effsize,hWAT,D14
40248,32073,-0.431976456,wilcox_effsize,hWAT,D14
40144,32073,0.4384125118,wilcox_effsize,hWAT,D14
40249,32073,-0.4276994614,wilcox_effsize,hWAT,D14
40250,32073,-0.4276994614,wilcox_effsize,hWAT,D14
40133,32073,-0.4276994614,wilcox_effsize,hWAT,D14
40251,32073,0.431996719,wilcox_effsize,hWAT,D14
40252,32073,0.4234224668,wilcox_effsize,hWAT,D14
40125,32073,0.4191454722,wilcox_effsize,hWAT,D14
40253,32073,-0.4191454722,wilcox_effsize,hWAT,D14
40254,32073,-0.4170265357,wilcox_effsize,hWAT,D14
40255,32073,-0.4105914829,wilcox_effsize,hWAT,D14
40256,32073,-0.414887938,wilcox_effsize,hWAT,D14
40257,32073,-0.4063144883,wilcox_effsize,hWAT,D14
40258,32073,0.4063144883,wilcox_effsize,hWAT,D14
40259,32073,0.3934835045,wilcox_effsize,hWAT,D14
40260,32073,0.3956405595,wilcox_effsize,hWAT,D14
40170,32073,-0.3892065099,wilcox_effsize,hWAT,D14
40261,32073,0.3892065099,wilcox_effsize,hWAT,D14
40262,32073,0.3849295152,wilcox_effsize,hWAT,D14
40263,32073,-0.3849295152,wilcox_effsize,hWAT,D14
40264,32073,0.3849295152,wilcox_effsize,hWAT,D14
40124,32073,0.3849295152,wilcox_effsize,hWAT,D14
40265,32073,0.3849295152,wilcox_effsize,hWAT,D14
40266,32073,0.3892247666,wilcox_effsize,hWAT,D14
40267,32073,0.387086169,wilcox_effsize,hWAT,D14
40268,32073,0.3806525206,wilcox_effsize,hWAT,D14
40269,32073,-0.376375526,wilcox_effsize,hWAT,D14
40270,32073,0.376375526,wilcox_effsize,hWAT,D14
40271,32073,-0.3720985314,wilcox_effsize,hWAT,D14
40272,32073,-0.3678215368,wilcox_effsize,hWAT,D14
40145,32073,-0.3678215368,wilcox_effsize,hWAT,D14
40273,32073,-0.3635445422,wilcox_effsize,hWAT,D14
40274,32073,-0.3635445422,wilcox_effsize,hWAT,D14
40275,32073,-0.3678387904,wilcox_effsize,hWAT,D14
40131,32073,0.3635445422,wilcox_effsize,hWAT,D14
40276,32073,-0.3635445422,wilcox_effsize,hWAT,D14
40277,32073,-0.3592675476,wilcox_effsize,hWAT,D14
40278,32073,-0.3592675476,wilcox_effsize,hWAT,D14
40130,32073,-0.3592675476,wilcox_effsize,hWAT,D14
40279,32073,0.3549905529,wilcox_effsize,hWAT,D14
40160,32073,-0.3507135583,wilcox_effsize,hWAT,D14
40280,32073,-0.3464365637,wilcox_effsize,hWAT,D14
40281,32073,-0.3464365637,wilcox_effsize,hWAT,D14
40282,32073,-0.3464528142,wilcox_effsize,hWAT,D14
40283,32073,-0.3421595691,wilcox_effsize,hWAT,D14
40284,32073,-0.3421595691,wilcox_effsize,hWAT,D14
40285,32073,-0.3421595691,wilcox_effsize,hWAT,D14
40134,32073,0.3378825745,wilcox_effsize,hWAT,D14
40286,32073,0.3293285853,wilcox_effsize,hWAT,D14
40287,32073,-0.3293285853,wilcox_effsize,hWAT,D14
40288,32073,0.3293285853,wilcox_effsize,hWAT,D14
40179,32073,0.3272054357,wilcox_effsize,hWAT,D14
40289,32073,-0.325066838,wilcox_effsize,hWAT,D14
40290,32073,-0.320774596,wilcox_effsize,hWAT,D14
40291,32073,0.320774596,wilcox_effsize,hWAT,D14
40292,32073,-0.3164976014,wilcox_effsize,hWAT,D14
40139,32073,0.3164976014,wilcox_effsize,hWAT,D14
40293,32073,-0.3164976014,wilcox_effsize,hWAT,D14
40294,32073,-0.3122206068,wilcox_effsize,hWAT,D14
40295,32073,-0.3122206068,wilcox_effsize,hWAT,D14
40296,32073,-0.3122206068,wilcox_effsize,hWAT,D14
40297,32073,-0.3122206068,wilcox_effsize,hWAT,D14
40163,32073,-0.3122206068,wilcox_effsize,hWAT,D14
40298,32073,0.3079436122,wilcox_effsize,hWAT,D14
40299,32073,0.3079436122,wilcox_effsize,hWAT,D14
40300,32073,-0.3079436122,wilcox_effsize,hWAT,D14
40301,32073,-0.310111202,wilcox_effsize,hWAT,D14
40302,32073,-0.3079436122,wilcox_effsize,hWAT,D14
40303,32073,-0.3079436122,wilcox_effsize,hWAT,D14
40304,32073,0.3079436122,wilcox_effsize,hWAT,D14
40305,32073,0.3036666176,wilcox_effsize,hWAT,D14
40306,32073,0.299389623,wilcox_effsize,hWAT,D14
40307,32073,0.2994036666,wilcox_effsize,hWAT,D14
40308,32073,-0.2951126284,wilcox_effsize,hWAT,D14
40309,32073,-0.2908356337,wilcox_effsize,hWAT,D14
40310,32073,-0.2908356337,wilcox_effsize,hWAT,D14
40311,32073,-0.2887106785,wilcox_effsize,hWAT,D14
