FromID,ToID,Relation_type
6622,7133,VEP
7134,7135,VEP
6640,7136,VEP
6640,7137,VEP
7138,7139,VEP
6640,7140,VEP
6640,7141,VEP
6925,7142,VEP
6640,7143,VEP
6640,7144,VEP
6640,7145,VEP
6957,7146,VEP
7106,7146,VEP
7147,7148,VEP
7149,7148,VEP
6707,7150,VEP
6945,7151,VEP
6754,7152,VEP
7147,7153,VEP
6846,7154,VEP
7155,7154,VEP
6676,7156,VEP
7157,7158,VEP
6902,7159,VEP
6795,7159,VEP
6737,7159,VEP
7147,7160,VEP
6672,7161,VEP
6640,7162,VEP
7163,7104,VEP
7164,7104,VEP
7165,7166,VEP
6622,7167,VEP
7168,7169,VEP
3410,7170,VEP
6754,7171,VEP
6754,7172,VEP
7173,7174,VEP
7175,7176,VEP
6765,7177,VEP
7178,7177,VEP
7179,7177,VEP
7036,7180,VEP
7181,7182,VEP
6622,7183,VEP
6737,7184,VEP
7185,7186,VEP
7187,7186,VEP
7188,7189,VEP
7190,7189,VEP
7191,7192,VEP
7193,7194,VEP
7195,7194,VEP
7193,7196,VEP
7195,7196,VEP
7193,7197,VEP
7195,7197,VEP
7193,7198,VEP
7199,7198,VEP
7200,7201,VEP
7200,7202,VEP
6574,7203,VEP
6908,7203,VEP
7204,7205,VEP
354,7206,VEP
6504,7207,VEP
7208,7209,VEP
243,7209,VEP
7210,7211,VEP
7212,7211,VEP
6590,7213,VEP
7214,7215,VEP
7216,7215,VEP
7214,7217,VEP
7218,7217,VEP
6622,7219,VEP
6622,7220,VEP
6622,7221,VEP
6622,7222,VEP
7223,7224,VEP
6622,7225,VEP
7226,7227,VEP
6622,7228,VEP
6622,7229,VEP
6765,7230,VEP
7231,7232,VEP
6622,7233,VEP
6622,7234,VEP
7235,7236,VEP
7237,7238,VEP
7181,7238,VEP
7239,7238,VEP
7237,7240,VEP
7181,7240,VEP
6570,7241,VEP
7242,7243,VEP
7237,7244,VEP
7181,7244,VEP
6952,7244,VEP
7237,7245,VEP
7181,7245,VEP
6904,7246,VEP
6959,7247,VEP
7248,7247,VEP
7249,7250,VEP
6622,7251,VEP
7252,7253,VEP
7254,7253,VEP
7255,7253,VEP
6184,7256,VEP
7257,7256,VEP
7258,7256,VEP
7259,7260,VEP
7261,7260,VEP
6622,7262,VEP
7263,7264,VEP
7265,7264,VEP
7266,7267,VEP
7268,7267,VEP
6968,7269,VEP
7270,7271,VEP
6748,7272,VEP
6745,7272,VEP
7273,7274,VEP
7275,7274,VEP
7276,7277,VEP
7278,7279,VEP
6869,7280,VEP
7281,7280,VEP
6869,7282,VEP
6706,7283,VEP
7284,7285,VEP
7286,7287,VEP
1220,7288,VEP
7289,7290,VEP
7010,7291,VEP
7292,7293,VEP
7149,7294,VEP
1316,7295,VEP
6582,7295,VEP
7296,7295,VEP
6580,7297,VEP
6676,7298,VEP
6676,7299,VEP
7300,7301,VEP
7302,7303,VEP
6640,7304,VEP
6622,7305,VEP
7306,7307,VEP
7308,7307,VEP
7309,7307,VEP
7310,7307,VEP
7311,7307,VEP
7312,7307,VEP
7254,7307,VEP
7313,7307,VEP
7314,7307,VEP
7315,7307,VEP
