FromID,ToID,Relation_value,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay,Relation_Context_Depot,Relation_Context_Stimulation,FromType,ToType
568,2326,0.981255031740505,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1524,2342,0.975842186875849,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1523,2342,0.975842186875849,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
247,2342,0.97080818039505,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
796,2326,0.970587993316413,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
807,2326,0.970587993316413,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
575,2326,0.970587993316413,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
794,2326,0.970587993316413,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
594,2326,0.970587993316413,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
791,2326,0.970587993316413,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
603,2326,0.970587993316413,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
2212,200,0.968351491845956,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
20,2342,0.960933690109317,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
858,2326,0.955381302188514,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
952,2342,0.9542671457249,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1475,2342,0.9542671457249,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
951,2342,0.9542671457249,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1474,2342,0.9542671457249,lm_estimate,AMSC-BODIPYPos,D08,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
67,2,0.95419094104625,lm_estimate,AMSC-BODIPYNeg,D08,vc,FFA,LipocyteProfiler_Feature,Phenotype
405,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
418,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
1247,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
95,200,0.953592324407281,lm_estimate,AMSC,D14,vc,nonFFA,LipocyteProfiler_Feature,Phenotype
