FromID,ToID,Relation_value,Relation_type,Relation_Context_CellType,Relation_Context_DiffDay
28864,28811,-0.4063144883,wilcox_effsize,hWAT,D08
28865,28811,0.4063144883,wilcox_effsize,hWAT,D08
28866,28811,0.4063144883,wilcox_effsize,hWAT,D08
28867,28811,0.4063144883,wilcox_effsize,hWAT,D08
28868,28811,0.4063144883,wilcox_effsize,hWAT,D08
28869,28811,0.4020374937,wilcox_effsize,hWAT,D08
28870,28811,0.4020374937,wilcox_effsize,hWAT,D08
28871,28811,0.3977604991,wilcox_effsize,hWAT,D08
28872,28811,-0.3977604991,wilcox_effsize,hWAT,D08
28873,28811,0.3849295152,wilcox_effsize,hWAT,D08
28874,28811,-0.3785317785,wilcox_effsize,hWAT,D08
28813,28811,-0.7655820359,wilcox_effsize,hWAT,D14
28812,28811,0.7698590305,wilcox_effsize,hWAT,D14
28875,28811,-0.7655820359,wilcox_effsize,hWAT,D14
28876,28811,0.7570280466,wilcox_effsize,hWAT,D14
28814,28811,-0.7441970628,wilcox_effsize,hWAT,D14
28877,28811,0.7441970628,wilcox_effsize,hWAT,D14
28810,28811,-0.7356430736,wilcox_effsize,hWAT,D14
28815,28811,-0.7356430736,wilcox_effsize,hWAT,D14
28878,28811,0.7356430736,wilcox_effsize,hWAT,D14
28879,28811,-0.6971501221,wilcox_effsize,hWAT,D14
28817,28811,-0.6928731274,wilcox_effsize,hWAT,D14
28880,28811,0.6885961328,wilcox_effsize,hWAT,D14
28835,28811,-0.6843191382,wilcox_effsize,hWAT,D14
28881,28811,0.6629341651,wilcox_effsize,hWAT,D14
28882,28811,0.6629341651,wilcox_effsize,hWAT,D14
28883,28811,0.6543801759,wilcox_effsize,hWAT,D14
28884,28811,-0.6415491921,wilcox_effsize,hWAT,D14
28885,28811,0.6329952028,wilcox_effsize,hWAT,D14
28886,28811,-0.6329952028,wilcox_effsize,hWAT,D14
28816,28811,-0.6287182082,wilcox_effsize,hWAT,D14
28887,28811,0.6287182082,wilcox_effsize,hWAT,D14
28888,28811,0.6244412136,wilcox_effsize,hWAT,D14
28889,28811,0.620164219,wilcox_effsize,hWAT,D14
28890,28811,0.6073332352,wilcox_effsize,hWAT,D14
28891,28811,-0.6158872244,wilcox_effsize,hWAT,D14
28892,28811,0.6073332352,wilcox_effsize,hWAT,D14
28893,28811,0.6073332352,wilcox_effsize,hWAT,D14
28863,28811,0.6073332352,wilcox_effsize,hWAT,D14
28834,28811,-0.6116102298,wilcox_effsize,hWAT,D14
28894,28811,0.6116102298,wilcox_effsize,hWAT,D14
28870,28811,0.6116102298,wilcox_effsize,hWAT,D14
28866,28811,0.6073332352,wilcox_effsize,hWAT,D14
28895,28811,0.6116102298,wilcox_effsize,hWAT,D14
28896,28811,0.6030562406,wilcox_effsize,hWAT,D14
28897,28811,-0.5945022513,wilcox_effsize,hWAT,D14
28848,28811,0.5945022513,wilcox_effsize,hWAT,D14
28846,28811,0.5945022513,wilcox_effsize,hWAT,D14
28837,28811,0.5859482621,wilcox_effsize,hWAT,D14
28821,28811,-0.5816712675,wilcox_effsize,hWAT,D14
28898,28811,-0.5816712675,wilcox_effsize,hWAT,D14
28899,28811,0.5773942729,wilcox_effsize,hWAT,D14
28900,28811,0.5773942729,wilcox_effsize,hWAT,D14
28901,28811,0.5731172783,wilcox_effsize,hWAT,D14
28856,28811,-0.5731172783,wilcox_effsize,hWAT,D14
28902,28811,0.5602862944,wilcox_effsize,hWAT,D14
28836,28811,-0.5560092998,wilcox_effsize,hWAT,D14
28903,28811,-0.5560092998,wilcox_effsize,hWAT,D14
28872,28811,-0.5517323052,wilcox_effsize,hWAT,D14
28904,28811,0.5474553106,wilcox_effsize,hWAT,D14
28905,28811,0.5688669666,wilcox_effsize,hWAT,D14
28829,28811,-0.5389013213,wilcox_effsize,hWAT,D14
28906,28811,-0.5346243267,wilcox_effsize,hWAT,D14
28907,28811,-0.5346243267,wilcox_effsize,hWAT,D14
28831,28811,-0.5303473321,wilcox_effsize,hWAT,D14
28850,28811,-0.5303473321,wilcox_effsize,hWAT,D14
28871,28811,0.5453679759,wilcox_effsize,hWAT,D14
28908,28811,0.5260703375,wilcox_effsize,hWAT,D14
28909,28811,-0.5217933429,wilcox_effsize,hWAT,D14
28855,28811,-0.5175163483,wilcox_effsize,hWAT,D14
28910,28811,-0.5132393537,wilcox_effsize,hWAT,D14
28911,28811,0.5132393537,wilcox_effsize,hWAT,D14
28912,28811,-0.5132393537,wilcox_effsize,hWAT,D14
28913,28811,-0.5004083698,wilcox_effsize,hWAT,D14
28822,28811,-0.5004083698,wilcox_effsize,hWAT,D14
28914,28811,0.4961313752,wilcox_effsize,hWAT,D14
28823,28811,-0.4961313752,wilcox_effsize,hWAT,D14
28915,28811,0.4918543806,wilcox_effsize,hWAT,D14
28916,28811,0.4918543806,wilcox_effsize,hWAT,D14
28917,28811,-0.5068714129,wilcox_effsize,hWAT,D14
28918,28811,0.487577386,wilcox_effsize,hWAT,D14
28919,28811,0.487577386,wilcox_effsize,hWAT,D14
28874,28811,-0.487577386,wilcox_effsize,hWAT,D14
28920,28811,0.4833003914,wilcox_effsize,hWAT,D14
28921,28811,-0.4833003914,wilcox_effsize,hWAT,D14
28922,28811,-0.4833003914,wilcox_effsize,hWAT,D14
28923,28811,0.4790233968,wilcox_effsize,hWAT,D14
28924,28811,-0.4747464021,wilcox_effsize,hWAT,D14
28925,28811,-0.4747464021,wilcox_effsize,hWAT,D14
28926,28811,0.4704694075,wilcox_effsize,hWAT,D14
28927,28811,-0.4661924129,wilcox_effsize,hWAT,D14
28928,28811,-0.4661924129,wilcox_effsize,hWAT,D14
28929,28811,0.4661924129,wilcox_effsize,hWAT,D14
28930,28811,-0.4662142809,wilcox_effsize,hWAT,D14
28931,28811,0.4533614291,wilcox_effsize,hWAT,D14
28932,28811,-0.4533614291,wilcox_effsize,hWAT,D14
28933,28811,-0.4620888425,wilcox_effsize,hWAT,D14
28934,28811,-0.4490844345,wilcox_effsize,hWAT,D14
28832,28811,-0.4490844345,wilcox_effsize,hWAT,D14
28935,28811,0.4490844345,wilcox_effsize,hWAT,D14
28936,28811,0.4577243087,wilcox_effsize,hWAT,D14
28937,28811,-0.4448074398,wilcox_effsize,hWAT,D14
28938,28811,-0.4448074398,wilcox_effsize,hWAT,D14
28939,28811,0.4405304452,wilcox_effsize,hWAT,D14
28940,28811,0.431976456,wilcox_effsize,hWAT,D14
28941,28811,-0.431976456,wilcox_effsize,hWAT,D14
28942,28811,-0.431976456,wilcox_effsize,hWAT,D14
28838,28811,0.4384125118,wilcox_effsize,hWAT,D14
28943,28811,-0.4276994614,wilcox_effsize,hWAT,D14
28944,28811,-0.4276994614,wilcox_effsize,hWAT,D14
28827,28811,-0.4276994614,wilcox_effsize,hWAT,D14
28945,28811,0.431996719,wilcox_effsize,hWAT,D14
28946,28811,0.4234224668,wilcox_effsize,hWAT,D14
28819,28811,0.4191454722,wilcox_effsize,hWAT,D14
28947,28811,-0.4191454722,wilcox_effsize,hWAT,D14
28948,28811,-0.4170265357,wilcox_effsize,hWAT,D14
28949,28811,-0.4105914829,wilcox_effsize,hWAT,D14
28950,28811,-0.414887938,wilcox_effsize,hWAT,D14
28951,28811,-0.4063144883,wilcox_effsize,hWAT,D14
28952,28811,0.4063144883,wilcox_effsize,hWAT,D14
28953,28811,0.3934835045,wilcox_effsize,hWAT,D14
28954,28811,0.3956405595,wilcox_effsize,hWAT,D14
28864,28811,-0.3892065099,wilcox_effsize,hWAT,D14
28955,28811,0.3892065099,wilcox_effsize,hWAT,D14
28956,28811,0.3849295152,wilcox_effsize,hWAT,D14
28957,28811,-0.3849295152,wilcox_effsize,hWAT,D14
28958,28811,0.3849295152,wilcox_effsize,hWAT,D14
28818,28811,0.3849295152,wilcox_effsize,hWAT,D14
28959,28811,0.3849295152,wilcox_effsize,hWAT,D14
28960,28811,0.3892247666,wilcox_effsize,hWAT,D14
28961,28811,0.387086169,wilcox_effsize,hWAT,D14
28962,28811,0.3806525206,wilcox_effsize,hWAT,D14
28963,28811,-0.376375526,wilcox_effsize,hWAT,D14
28964,28811,0.376375526,wilcox_effsize,hWAT,D14
28965,28811,-0.3720985314,wilcox_effsize,hWAT,D14
28966,28811,-0.3678215368,wilcox_effsize,hWAT,D14
28839,28811,-0.3678215368,wilcox_effsize,hWAT,D14
28967,28811,-0.3635445422,wilcox_effsize,hWAT,D14
28968,28811,-0.3635445422,wilcox_effsize,hWAT,D14
28969,28811,-0.3678387904,wilcox_effsize,hWAT,D14
28825,28811,0.3635445422,wilcox_effsize,hWAT,D14
28970,28811,-0.3635445422,wilcox_effsize,hWAT,D14
28971,28811,-0.3592675476,wilcox_effsize,hWAT,D14
28972,28811,-0.3592675476,wilcox_effsize,hWAT,D14
28824,28811,-0.3592675476,wilcox_effsize,hWAT,D14
28973,28811,0.3549905529,wilcox_effsize,hWAT,D14
28854,28811,-0.3507135583,wilcox_effsize,hWAT,D14
28974,28811,-0.3464365637,wilcox_effsize,hWAT,D14
28975,28811,-0.3464365637,wilcox_effsize,hWAT,D14
28976,28811,-0.3464528142,wilcox_effsize,hWAT,D14
28977,28811,-0.3421595691,wilcox_effsize,hWAT,D14
28978,28811,-0.3421595691,wilcox_effsize,hWAT,D14
28979,28811,-0.3421595691,wilcox_effsize,hWAT,D14
28828,28811,0.3378825745,wilcox_effsize,hWAT,D14
28980,28811,0.3293285853,wilcox_effsize,hWAT,D14
28981,28811,-0.3293285853,wilcox_effsize,hWAT,D14
28982,28811,0.3293285853,wilcox_effsize,hWAT,D14
28873,28811,0.3272054357,wilcox_effsize,hWAT,D14
28983,28811,-0.325066838,wilcox_effsize,hWAT,D14
28984,28811,-0.320774596,wilcox_effsize,hWAT,D14
28985,28811,0.320774596,wilcox_effsize,hWAT,D14
28986,28811,-0.3164976014,wilcox_effsize,hWAT,D14
28833,28811,0.3164976014,wilcox_effsize,hWAT,D14
28987,28811,-0.3164976014,wilcox_effsize,hWAT,D14
28988,28811,-0.3122206068,wilcox_effsize,hWAT,D14
28989,28811,-0.3122206068,wilcox_effsize,hWAT,D14
28990,28811,-0.3122206068,wilcox_effsize,hWAT,D14
28991,28811,-0.3122206068,wilcox_effsize,hWAT,D14
28857,28811,-0.3122206068,wilcox_effsize,hWAT,D14
28992,28811,0.3079436122,wilcox_effsize,hWAT,D14
28993,28811,0.3079436122,wilcox_effsize,hWAT,D14
28994,28811,-0.3079436122,wilcox_effsize,hWAT,D14
28995,28811,-0.310111202,wilcox_effsize,hWAT,D14
28996,28811,-0.3079436122,wilcox_effsize,hWAT,D14
28997,28811,-0.3079436122,wilcox_effsize,hWAT,D14
28998,28811,0.3079436122,wilcox_effsize,hWAT,D14
28999,28811,0.3036666176,wilcox_effsize,hWAT,D14
29000,28811,0.299389623,wilcox_effsize,hWAT,D14
29001,28811,0.2994036666,wilcox_effsize,hWAT,D14
29002,28811,-0.2951126284,wilcox_effsize,hWAT,D14
29003,28811,-0.2908356337,wilcox_effsize,hWAT,D14
29004,28811,-0.2908356337,wilcox_effsize,hWAT,D14
29005,28811,-0.2887106785,wilcox_effsize,hWAT,D14
